,Q,A,Context,label
3319, I can not undress. It's freezing here. I'll be hypothermic., (Subtitle) There's Barney. I'm leaving. (Marshall wobbles over to Barney), I can not undress. It's freezing here. I'll be hypothermic. |  Or just the pants?,1
3320, Or just the pants?, Know something; I'd take a pee in the gutter over Julia Roberts any day. (They realize it sounds gross and laugh), Or just the pants? |  I think.,1
3321, I think.," Because she already got married, at the mall.", I think. |  They fight because of you!?,1
3322, They fight because of you!?," Hey, we're in business.", They fight because of you!? |  All the disputes that had prevented us are above benefits.The bag of panties.,1
3323, All the disputes that had prevented us are above benefits.The bag of panties., Holy crap., All the disputes that had prevented us are above benefits.The bag of panties. |  The hidden camera in the headboard.,1
3324, The hidden camera in the headboard.," Oh, marshall, are you working on the cranberry sauce?", The hidden camera in the headboard. |  Barney for the millionth time...,1
3325, I knew it! I knew you were too cute and perfect!, Yeah., I knew it! I knew you were too cute and perfect! |  It was nice to be the ideal couple for one minute.,1
3326," No, but what is your favorite."," What? Okay, this is getting creepy. Who, who is this guy? I gotta find him."," No, but what is your favorite. |  Robin and Barney told Lily and Marshall to their disputes. And let's just say, in comparison, their quarrels dishes seemed bland.",1
3327, And keep in mind that the love you have for that other person is more important than winning., The new head of legal department is Hobes Arthur.," And keep in mind that the love you have for that other person is more important than winning. |  Calm. Calm down. Seriously, what's the secret?",1
3328, Good night.," Stop the tape, rewind-play it again.", Good night. |  I think we should talk about advantage and get down to business.,1
3329, I think we should talk about advantage and get down to business., Wow. Ma'am? Check and mate.," I think we should talk about advantage and get down to business. |  That's better. It is not the best couple in the world, so what?",1
3330," That's better. It is not the best couple in the world, so what?"," Oh, my God.Marshall appears behind the couch."," That's better. It is not the best couple in the world, so what? |  We won!",1
3331," Children, since I know your Uncle Barney, he has always had strong views on relationships.", So get an escort.," Children, since I know your Uncle Barney, he has always had strong views on relationships. |  And yet, in fall 2009, it was he who had a girlfriend.",1
3332," And yet, in fall 2009, it was he who had a girlfriend.", Let's back up a little bit.," And yet, in fall 2009, it was he who had a girlfriend. |  It's your p*rn collection.",1
3333, It's your p*rn collection.," Dude, you're wearing eye liner."," It's your p*rn collection. |  Voluntarily, you abandon your p*rn...? You're really serious.",1
3334, This is obvious., I'm crazy and you're crazy for tiramisu.," This is obvious. |  Nothing, it's just, you know, you have love handles.",1
3335," Nothing, it's just, you know, you have love handles.",There's no poop.," Nothing, it's just, you know, you have love handles. |  It's nothing. Once you're with someone, it is natural to let some go. Trust me. It's been there.",1
3336, He really is growing at a time., To read the letter., He really is growing at a time. |  He speaks to p*rn.,1
3337, ArchiSexture.," Speaking of waiting, I signed an abstinence pledge in high school. It's totally cool to wait. And stay away from drugs... other than pot."," ArchiSexture. |  I can look happy, but do not believe it. Barney Stinson is suited for celibacy. (Marshall and Lily have joined Ted) Out of pity, if our best friends account... And yes, Marshall, I'm his best friend, how you take it? So, get me out of here. And finally, since you hoping to see some p*rn... (Barney turns the camera towards the bed where a woman waits) Do not worry. The green light means it is off.",1
3338," If you watch this tape, and I knew it... is that you are in possession of all my p*rn. It can only mean two things, either I'm d*ad or I'm in a committed relationship. If I died, I want you honor my memory by taking my body in the Hamptons and recreating Weekend at Bernie. I want to dance. I want to make love. And I want to go fishing. If, on the other hand, I'm in a relationship, as best friend, I have one favor to ask. Please, for God's sake, get me out of here!", What?," If you watch this tape, and I knew it... is that you are in possession of all my p*rn. It can only mean two things, either I'm d*ad or I'm in a committed relationship. If I died, I want you honor my memory by taking my body in the Hamptons and recreating Weekend at Bernie. I want to dance. I want to make love. And I want to go fishing. If, on the other hand, I'm in a relationship, as best friend, I have one favor to ask. Please, for God's sake, get me out of here! |  We're sure he had done?",1
3339," I wanted to go to a concert. Him at a party. We could obviously do what the other wanted, so we stayed to watch a movie on cable."," Wow. Maybe it was the caffeine, but you really brought your game up to a whole new level."," I wanted to go to a concert. Him at a party. We could obviously do what the other wanted, so we stayed to watch a movie on cable. |  Barney stopped being himself.",1
3340," I spotted this girl there, and I will need help to land the plane."," Yeah... here's the thing about me and tools... the only one I know how to use is attached to me, and I am not going to try putting it in the TV. Again."," I spotted this girl there, and I will need help to land the plane. |  And Robin was annoyed when he opened his mouth.",1
3341, How do you go?, My mother meant to send you this., How do you go? |  Shut up...,1
3342, Shut up..., Hey. What were you guys talking about over there?, Shut up... |  Shut up...,1
3343, Shut up...," What are you reading? Robin: The business section. The Fed's gonna lower rates again to bail out these subprime lenders, bunch of idiots.", Shut up... |  Shut up.,1
3344, Shut up., Why?, Shut up. |  Shut up.,1
3345, But it got worse... more," You know what I mean! Gay marriage is going to cause single life, as we know it, to die out. Think of how the American family will be strengthened."," But it got worse... more |  The more they said everything was fine. In truth, Barney and Robin had just let go. But after a few weeks for us, they looked like that.",1
3346," The more they said everything was fine. In truth, Barney and Robin had just let go. But after a few weeks for us, they looked like that.", He looks like zero.," The more they said everything was fine. In truth, Barney and Robin had just let go. But after a few weeks for us, they looked like that. |  They k*ll.",1
3347, I left them alone. But this weekend there...," Oh, this store in the Village had one of those crazy sales. It was a footwear feeding frenzy."," I left them alone. But this weekend there... |  I'll get to the point, and ask you a question. Are you happy with Robin?",1
3348," I'll get to the point, and ask you a question. Are you happy with Robin?"," Please, I'm ageless, Scherbotsky just needs a good night's sleep, and you've got statutory written all over your body."," I'll get to the point, and ask you a question. Are you happy with Robin? |  So you're happy?",1
3349, So you're happy?, It wasn't., So you're happy? |  So you're happy?,1
3350, So you're happy?, Come on.," So you're happy? |  Stack we make love, we order a pizza face and it stays there to moan.",1
3351, And you know what happens right after a fight? Gender reconciliation. What is different... when you're in a loving and lasting relationship.," Yeah, it won't be weird.", And you know what happens right after a fight? Gender reconciliation. What is different... when you're in a loving and lasting relationship. |  Okay. Decides that the piece.,1
